0,0,74
1,0,29
2,0,0
3,0,0
4,0,0
5,0,76
6,0,58
7,0,0
8,0,79
9,0,0
10,0,3
11,0,0
12,0,40
13,0,71
14,0,18
15,0,0
16,0,79
17,0,88
18,0,2
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,77
27,0,18
28,0,38
29,0,35
30,0,0
31,0,0
32,0,5
33,0,43
34,0,0
35,0,74
36,0,46
37,0,79
38,0,79
39,0,0
40,0,0
41,0,0
42,0,0
43,0,71
44,0,0
45,0,0
46,0,0
47,0,0
48,0,53
49,0,61
50,0,0
51,0,0
52,0,0
53,0,0
54,0,92
55,0,1
56,0,0
57,0,9
58,0,33
59,0,50
60,0,0
61,0,40
62,0,97
63,0,0
64,0,0
65,0,0
66,0,79
67,0,0
68,0,48
69,0,16
70,0,52
71,0,43
72,0,0
73,0,39
74,0,46
75,0,35
76,0,0
77,0,25
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,60
86,0,0
87,0,60
88,0,0
89,0,0
90,0,0
91,0,34
92,0,0
93,0,0
94,0,60
95,0,0
96,0,0
97,0,0
98,0,9
99,0,46
100,0,39
101,0,81
102,0,0
103,0,0
104,0,0
105,0,9
106,0,40
107,0,0
108,0,0
109,0,0
110,0,39
111,0,0
112,0,33
113,0,59
114,0,0
115,0,34
116,0,46
117,0,36
118,0,27
119,0,0
120,0,0
121,0,58
122,0,0
123,0,87
124,0,79
125,0,40
126,0,73
127,0,0
128,0,0
129,0,58
130,0,43
131,0,0
132,0,0
133,0,0
134,0,0
135,0,79
136,0,0
137,0,0
138,0,5
139,0,79
140,0,0
141,0,44
142,0,60
143,0,55
144,0,50
145,0,0
146,0,0
147,0,44
148,0,0
149,0,0
150,0,50
151,0,0
152,0,61
153,0,80
154,0,0
155,0,36
156,0,0
157,0,79
158,0,78
159,0,38
160,0,11
161,0,0
162,0,16
163,0,0
164,0,0
165,0,16
166,0,13
167,0,2
168,0,81
169,0,38
170,0,0
171,0,0
172,0,0
173,0,0
174,0,11
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,78
181,0,0
182,0,0
183,0,60
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,38
190,0,33
191,0,0
192,0,53
193,0,13
194,0,0
195,0,77
196,0,0
197,0,0
198,0,0
199,0,85
200,0,61
201,0,0
202,0,25
203,0,13
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,33
212,0,0
213,0,0
214,0,0
215,0,0
216,0,1
217,0,0
218,0,52
219,0,0
220,0,0
221,0,0
222,0,18
223,0,0
224,0,0
225,0,0
226,0,65
227,0,18
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,65
234,0,0
235,0,79
236,0,65
237,0,58
238,0,0
239,0,16
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,46
247,0,61
248,0,44
249,0,50
250,0,0
251,0,38
252,0,0
253,0,0
254,0,0
255,0,0
256,0,79
257,0,36
258,0,18
259,0,0
260,0,0
261,0,0
262,0,40
263,0,40
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,88
271,0,0
272,0,35
273,0,0
274,0,61
275,0,0
276,0,46
277,0,0
278,0,5
279,0,0
280,0,79
281,0,0
282,0,42
283,0,0
284,0,58
285,0,81
286,0,0
287,0,0
288,0,70
289,0,5
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,79
303,0,20
304,0,27
305,0,55
306,0,0
307,0,74
308,0,79
309,0,0
310,0,0
311,0,79
312,0,0
313,0,83
314,0,0
315,0,18
316,0,36
317,0,42
318,0,0
319,0,40
320,0,0
321,0,58
322,0,0
323,0,0
324,0,0
325,0,18
326,0,1
327,0,2
328,0,0
329,0,55
330,0,38
331,0,0
332,0,0
333,0,18
334,0,0
335,0,36
336,0,73
337,0,27
338,0,89
339,0,0
340,0,45
341,0,0
342,0,60
343,0,0
344,0,44
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,34
352,0,0
353,0,0
354,0,0
355,0,13
356,0,32
357,0,0
358,0,0
359,0,50
360,0,0
361,0,0
362,0,61
363,0,40
364,0,0
365,0,79
366,0,0
367,0,0
368,0,80
369,0,46
370,0,77
371,0,0
372,0,40
373,0,0
374,0,79
375,0,64
376,0,0
377,0,40
378,0,78
379,0,79
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,74
386,0,2
